"Código","Nome ","Estado","UF","Latitude","Longitude","Altitude (m)","Tmed","Tmax","Tmin","Tmax Abs","Tmin Abs","Colunas4","Colunas5","Pres","Inso","Evap","Neb","Neb Hora","UR","UR Hora","Prec","Prec Max","Prec N° Dias","PDec","Pdec N°D","NPSec","Vento Int","Vento u","Vento v","Vento DirRes","Vento DirPred","Nº Normais"
"83010","Brasiléia","Acre","AC","11°01'S","68°44'W","260.0","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"82704","Cruzeiro do Sul","Acre","AC","07°38'S","72°40'W","170.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82915","Rio Branco","Acre","AC","09°58'S","67°48'W","160.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82807","Tarauacá","Acre","AC","08°10'S","70°46'W","190.0","X","X","X","X","X","","","","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83098","Coruripe","Alagoas","AL","10°09'S","36°10'W","56.1","X","X","X","X","X","","","X","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"82994","Maceió","Alagoas","AL","09°40'S","35°42'W","64.5","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82988","Mata Grande","Alagoas","AL","09°07'S","37°44'W","635.0","","","X","","X","","","","","","X","X","","","X","X","X","X","X","X","X","X","X","X","X","15"
"82992","Palmeira dos Índios","Alagoas","AL","09°27'S","36°42'W","274.9","","","X","","X","","","","","X","X","X","X","X","X","X","X","","X","","","","","","","11"
"82990","Pão de Acuçar","Alagoas","AL","09°45'S","37°26'W","19.1","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"82996","Porto de Pedras","Alagoas","AL","09°11'S","35°26'W","50.0","","","","","","","","X","","","X","X","","","","","","","","","","","","","","3"
"82113","Barcelos","Amazonas","AM","00°58'S","62°55'W","40.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82410","Benjamin Constant","Amazonas","AM","04°23'S","70°02'W","65.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82418","Carauari","Amazonas","AM","04°57'S","66°54'W","66.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82425","Coari","Amazonas","AM","04°05'S","63°08'W","46.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82326","Codajás","Amazonas","AM","03°50'S","62°05'W","48.0","","","X","","","","","X","X","*","X","X","","","X","X","X","","X","","X","","","","","11"
"82610","Eirunepé","Amazonas","AM","06°40'S","69°52'W","104.0","","","","","","","","","","","X","X","","","X","X","X","","X","","X","","","","","7"
"82212","Fonte Boa","Amazonas","AM","02°32'S","66°10'W","55.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82727","Humaitá","Amazonas","AM","07°31'S","63°02'W","50.0","","","","","","","","X","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","17"
"82067","Iauaretê","Amazonas","AM","00°37'N","69°12'W","120","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82336","Itacoatiara","Amazonas","AM","03°08'S","58°26'W","40.0","X","X","X","X","X","","","X","X","X","X","X","","","X","X","X","X","X","X","X","","","","","17"
"82723","Lábrea","Amazonas","AM","07°15'S","64°50'W","61.0","X","X","X","","","","","","X","X","X","X","","","X","X","X","X","X","X","X","","","","","14"
"82331","Manaus","Amazonas","AM","03°07'S","59°57'W","67.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82533","Manicoré","Amazonas","AM","05°49'S","61°18'W","50.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82100","Paricachoeira","Amazonas","AM","00°10'N","69°56'W","115.0","X","X","X","X","X","","","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","21"
"82240","Parintins","Amazonas","AM","02°38'S","56°44'W","29.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82105","Rio Içana","Amazonas","AM","01°02'N","67°32'W","90.0","X","X","X","X","X","","","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","21"
"82106","S. G. da Cachoeira(Uaupés)","Amazonas","AM","00°07'S","67°00'W","90.0","X","X","X","X","X","","","X","X","X","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"82108","Santa Izabel do Rio Negro","Amazonas","AM","00°25'S","65°02'W","45.0","X","X","X","X","X","","","","X","","X","","X","","X","X","X","","X","X","X","X","X","X","X","18"
"82103","Taracuá","Amazonas","AM","00°04'N","68°14'W","86.0","X","X","X","X","X","","","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","21"
"82317","Tefé","Amazonas","AM","03°50'S","64°42'W","47.0","X","X","X","X","X","","","","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"82093","Cupixi","Amapá","AP","00°37'N","51°47'W","70.7","X","X","X","X","X","","","","*","*","","","","","*","","","","","","X","X","X","X","X","13"
"82098","Macapá","Amapá","AP","00°03'S","51°07'W","14.5","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"82095","Porto Platon","Amapá","AP","00°42'N","51°27'W","83.9","X","X","X","X","X","","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83249","Alagoinhas","Bahia","BA","12°17'S","38°33'W","130.9","X","X","X","X","X","","","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","21"
"83179","Barra","Bahia","BA","11°05'S","43°10'W","401.6","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83236","Barreiras","Bahia","BA","12°09'S","45°00'W","439.3","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83288","Bom Jesus da Lapa","Bahia","BA","13°16'S","43°25'W","440.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","","","","","","","17"
"83339","Caetité","Bahia","BA","14°04'S","42°29'W","882.5","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83498","Caravelas","Bahia","BA","17°44'S","39°15'W","2.9","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83192","Cipó","Bahia","BA","11°05'S","38°31'W","145.3","X","X","X","X","X","","","","","X","X","X","X","X","X","X","X","","X","X","X","X","X","X","X","20"
"83286","Correntina","Bahia","BA","13°20'S","44°37'W","549.5","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83222","Cruz das Almas","Bahia","BA","12°40'S","39°05'W","225.9","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83221","Feira de Santana","Bahia","BA","12°11'S","38°58'W","230.7","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83348","Ilhéus","Bahia","BA","14°48'S","39°04'W","60.2","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83182","Irecê","Bahia","BA","11°18'S","41°52'W","747.2","","","","","","","","","*","*","","","","","*","","","","","","X","X","X","X","X","8"
"83244","Itaberaba","Bahia","BA","12°31'S","40°17'W","249.9","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","X","X","22"
"83227","Itaparica","Bahia","BA","12°53'S","38°41'W","31.0","","","","","","","","","","","X","X","","","","","","","","","","","","","","2"
"83295","Itiruçu (Jaguaquara)","Bahia","BA","13°21'S","40°07'W","755.6","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83186","Jacobina","Bahia","BA","11°11'S","40°28'W","484.7","X","X","X","X","X","","","X","","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83242","Lençóis","Bahia","BA","12°34'S","41°23'W","438.7","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83225","Mata de São João","Bahia","BA","12°32'S","38°18'W","28.0","","","","","","","","","","","X","X","","","","","","","","","","","","","","2"
"83090","Monte Santo","Bahia","BA","10°26'S","39°18'W","464.6","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83184","Morro do Chapéu","Bahia","BA","11°13'S","41°13'W","1003.3","X","X","X","X","X","","","X","","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83238","Paratinga","Bahia","BA","12°41'S","43°12'W","422.0","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"82986","Paulo Afonso","Bahia","BA","09°22'S","38°13'W","252.7","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82979","Remanso","Bahia","BA","09°38'S","42°06'W","400.5","X","X","X","X","X","","","X","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83194","Rio Real","Bahia","BA","11°29'S","37°56'W","163.0","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83229","Salvador (Ondina)","Bahia","BA","13°00'S","38°30'W","51.4","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83076","Santa Rita de Cássia (Ibipetuba)","Bahia","BA","11°01'S","44°31'W","450.3","X","X","X","X","X","","","X","","*","X","X","X","X","X","X","X","X","","X","X","X","X","X","X","21"
"83223","São Francisco do Conde","Bahia","BA","12°37'S","38°40'W","80.0","X","X","X","X","X","","","X","","*","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","21"
"83190","Serrinha","Bahia","BA","11°38'S","38°58'W","359.6","X","X","X","X","X","","","X","","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"82294","Acaraú","Ceará","CE","02°53'S","40°08'W","16.5","","X","X","X","X","","","","X","X","","","","","X","X","X","X","X","X","","","","","","12"
"82491","Aracati","Ceará","CE","04°34'S","37°46'W","13.0","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"82784","Barbalha","Ceará","CE","07°19'S","39°18'W","409.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","22"
"82777","Campos Sales","Ceará","CE","07°00'S","40°23'W","583.5","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82583","Crateús","Ceará","CE","05°10'S","40°40'W","296.8","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82397","Fortaleza","Ceará","CE","03°45'S","38°33'W","26.4","X","X","X","X","X","","","X","X","X","X","","X","X","X","X","X","","X","X","X","X","X","X","X","21"
"82487","Guaramiranga","Ceará","CE","04°17'S","39°00'W","870.7","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82686","Iguatu","Ceará","CE","06°22'S","39°18'W","217.7","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82493","Jaguaruana","Ceará","CE","04°47'S","37°46'W","11.7","","X","X","X","","","","X","X","*","X","X","X","X","X","X","X","X","X","","","","","","","15"
"82785","Juazeiro do Norte","Ceará","CE","07°12'S","39°19'W","415.0","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"82588","Morada Nova","Ceará","CE","05°07'S","38°22'W","43.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82586","Quixeramobim","Ceará","CE","05°10'S","39°17'W","79.5","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82392","Sobral","Ceará","CE","03°44'S","40°20'W","109.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82683","Tauá","Ceará","CE","06°00'S","40°25'W","398.8","X","X","X","X","X","","","","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83377","Brasília","Distrito Federal ","DF","15°47'S","47°56'W","1159.5","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83043","Alfredo Chaves","Espírito Santo","ES","20°38'S","40°44'W","110.0","","X","","X","","","","","","*","","","","","","","","","","","","","","","","3"
"83038","Aracruz","Espírito Santo","ES","19°49'S","40°15'W","65.4","","","","","","","","","*","*","","","","","","","","","","","","","","","","2"
"83557","Boa Esperança","Espírito Santo","ES","18°32'S","40°16'W","100.0","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83646","Cachoeiro do Itapemirim","Espírito Santo","ES","20°51'S","41°06'W","77.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83546","Ecoporanga","Espírito Santo","ES","18°21'S","40°50'W","300.0","","","X","","X","","","","","","","","","","","","","","","","","","","","","2"
"83034","Itarana","Espírito Santo","ES","19°52'S","40°52'W","245.0","","X","","X","","","","","","*","","","","","","","","","","","","","","","","3"
"83597","Linhares","Espírito Santo","ES","19°25'S","40°04'W","28.6","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83013","Muniz Freire","Espírito Santo","ES","20°27'S","41°24'W","530.0","","X","","X","","","","","","*","","","","","","","","","","","","","","","","3"
"83550","São Mateus","Espírito Santo","ES","18°42'S","39°51'W","25.0","","X","","X","","","","","*","X","","","","","*","","","","","","X","X","X","X","X","10"
"83045","Venda Nova","Espírito Santo","ES","20°23'S","41°11'W","710.0","","X","","X","","","","","*","*","","","","","*","","","","","","","","","","","5"
"83648","Vitória","Espírito Santo","ES","20°19'S","40°19'W","36.2","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83368","Aragarças","Goiás","GO","15°54'S","52°14'W","345.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83526","Catalão","Goiás","GO","18°11'S","47°57'W","840.5","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83379","Formosa","Goiás","GO","15°32'S","47°20'W","935.2","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","","X","X","X","X","X","X","X","22"
"83350","Goianésia","Goiás","GO","15°13'S","49°00'W","650.9","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83423","Goiânia","Goiás","GO","16°40'S","49°15'W","741.5","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83374","Goiás","Goiás","GO","15°55'S","50°08'W","512.2","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","","X","X","X","X","X","X","X","22"
"83522","Ipameri","Goiás","GO","17°43'S","48°10'W","773.0","","","X","","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","20"
"83464","Jataí","Goiás","GO","17°53'S","51°43'W","662.9","X","X","X","X","X","","","","*","X","","","","","*","","","","","","","","","","","8"
"83467","Mineiros","Goiás","GO","17°34'S","52°33'W","800.0","X","X","X","X","X","","","","X","*","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","20"
"83376","Pirenópolis","Goiás","GO","15°51'S","48°58'W","740.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83332","Posse","Goiás","GO","14°06'S","46°22'W","825.6","","","X","","X","","","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","X","X","19"
"83470","Rio Verde","Goiás","GO","17°48'S","50°55'W","774.6","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","21"
"82970","Alto Parnaíba","Maranhão","MA","09°06'S","45°56'W","285.1","","X","X","X","X","","","","X","X","","","","","X","X","X","X","X","","","","","","","11"
"82460","Bacabal","Maranhão","MA","04°13'S","44°46'W","25.1","","X","X","X","","","","X","X","*","X","X","","","X","X","X","X","X","","","","","","","13"
"82768","Balsas","Maranhão","MA","07°32'S","46°02'W","259.4","","X","X","X","X","","","X","X","X","X","X","","","X","X","X","","X","","","","","","","13"
"82571","Barra do Corda","Maranhão","MA","05°30'S","45°14'W","153.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82765","Carolina","Maranhão","MA","07°20'S","47°28'W","192.8","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82476","Caxias","Maranhão","MA","04°52'S","43°21'W","103.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82382","Chapadinha","Maranhão","MA","03°44'S","43°21'W","103.5","","X","X","X","X","","","X","X","X","X","X","","","X","X","X","X","X","X","","","","","","15"
"82676","Colinas","Maranhão","MA","06°02'S","44°14'W","179.8","","X","X","X","X","","","X","X","*","X","X","","","X","X","X","X","X","X","","","","","","15"
"82568","Grajaú","Maranhão","MA","05°49'S","46°28'W","163.1","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82564","Imperatriz","Maranhão","MA","05°32'S","47°29'W","123.3","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82280","São Luis","Maranhão","MA","02°32'S","44°13'W","50.9","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"82198","Turiaçu","Maranhão","MA","01°34'S","45°22'W","44.1","","X","X","X","X","","","X","X","X","X","X","","","X","X","X","X","X","X","","","","","","15"
"82376","Zé Doca","Maranhão","MA","03°16'S","45°39'W","45.3","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","22"
"83595","Aimorés","Minas Gerais","MG","19°29'S","41°04'W","82.7","","X","","X","","","","","*","X","","","","","*","","","","","","X","X","X","X","X","10"
"83442","Araçuaí","Minas Gerais","MG","16°50'S","42°03'W","289.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83579","Araxá","Minas Gerais","MG","19°36'S","46°56'W","1023.6","X","X","X","","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83384","Arinos","Minas Gerais","MG","15°54'S","46°03'W","519.0","","","","","","","","","X","X","X","X","X","X","X","X","X","","X","","","","","","","10"
"83582","Bambuí","Minas Gerais","MG","20°02'S","46°00'W","661.3","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83689","Barbacena","Minas Gerais","MG","21°15'S","43°46'W","1126.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83587","Belo Horizonte","Minas Gerais","MG","19°56'S","43°56'W","915.0","X","X","X","","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83681","Caldas (P. de Caldas)","Minas Gerais","MG","21°55'S","46°23'W","1150.0","X","X","X","X","X","","","X","*","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","21"
"83685","Cambuquira","Minas Gerais","MG","21°51'S","45°18'W","950.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83639","Caparaó","Minas Gerais","MG","20°31'S","41°54'W","843.2","","X","","X","","","","","*","X","","","","","*","","","","","","X","X","X","X","X","10"
"83514","Capinópolis","Minas Gerais","MG","18°43'S","49°33'W","620.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","22"
"83592","Caratinga","Minas Gerais","MG","19°48'S","42°09'W","609.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83027","Cataguases","Minas Gerais","MG","21°23'S","42°41'W","168.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83686","Caxambu","Minas Gerais","MG","21°58'S","44°56'W","958.5","X","X","X","X","X","","","","","X","X","X","X","X","X","X","X","X","X","X","","","","","","16"
"83589","Conceição do Mato Dentro","Minas Gerais","MG","19°01'S","43°26'W","652.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","","X","X","X","X","X","X","X","22"
"83037","Coronel Pacheco","Minas Gerais","MG","21°34'S","43°15'W","435.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83536","Curvelo","Minas Gerais","MG","18°45'S","44°27'W","672.0","X","X","X","X","X","","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83538","Diamantina","Minas Gerais","MG","18°15'S","43°36'W","1296.1","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83338","Espinosa","Minas Gerais","MG","14°55'S","42°51'W","569.6","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83657","Fazenda Monte Alegre","Minas Gerais","MG","21°19'S","46°22'W","823.0","","","X","","","","","","","","","X","","","","X","X","","X","","","","","","","5"
"83581","Florestal","Minas Gerais","MG","19°53'S","44°25'W","753.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83334","Formoso","Minas Gerais","MG","14°56'S","46°15'W","840.0","","","","","","","","","X","*","X","X","X","X","X","X","X","","X","","","","","","","10"
"83574","Frutal","Minas Gerais","MG","20°02'S","48°56'W","543.7","X","X","X","X","X","","","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","21"
"83543","Governador Valadares","Minas Gerais","MG","18°51'S","41°56'W","148.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83632","Ibirité","Minas Gerais","MG","20°01'S","44°03'W","814.5","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83590","Itabira","Minas Gerais","MG","19°37'S","43°13'W","845.0","","","","","","","","","X","*","X","X","X","X","X","X","X","","X","","","","","","","10"
"83488","Itamarandiba","Minas Gerais","MG","17°51'S","42°51'W","1097.0","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83490","Itambacuri","Minas Gerais","MG","18°01'S","41°01'W","285.4","X","X","X","X","X","","","","","X","X","X","X","X","X","X","X","","X","","X","X","X","X","X","19"
"83386","Januária","Minas Gerais","MG","15°27'S","44°22'W","473.7","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","22"
"83591","João Monlevade","Minas Gerais","MG","19°50'S","43°07'W","859.8","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83481","João Pinheiro","Minas Gerais","MG","17°42'S","46°10'W","760.4","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83692","Juiz de Fora","Minas Gerais","MG","21°46'S","43°21'W","940.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83032","Lambari","Minas Gerais","MG","21°57'S","45°19'W","878.5","","","","","","","","","","X","","","","","","","","","","","","","","","","1"
"83687","Lavras","Minas Gerais","MG","21°45'S","45°00'W","918.8","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83023","Lavras-ESAL.","Minas Gerais","MG","21°14'S","45°00'W","842.4","X","X","X","X","X","","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83683","Machado","Minas Gerais","MG","21°39'S","45°54'W","873.4","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83015","Maria da Fé","Minas Gerais","MG","22°18'S","45°23'W","1276.3","","","","","","","","","","","X","X","","","X","X","X","","X","","","","","","","6"
"83440","Minas Novas","Minas Gerais","MG","17°14'S","42°35'W","920.8","X","X","X","X","X","","","","","*","X","","X","","X","X","X","","X","X","X","X","X","X","X","17"
"83389","Mocambinho ","Minas Gerais","MG","15°05'S","44°01'W","452.0","","","X","","","","","","X","X","","","","","X","X","X","","X","","","","","","","7"
"83388","Monte Azul","Minas Gerais","MG","15°05'S","42°45'W","603.6","","X","X","X","X","","","","X","*","X","X","","","X","X","X","","X","","X","X","X","X","X","16"
"83437","Montes Claros","Minas Gerais","MG","16°41'S","43°50'W","646.3","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","22"
"83694","Muriaé","Minas Gerais","MG","21°08'S","42°20'W","270.8","","X","X","","","","","","","","X","X","","","","X","X","","X","","","","","","","7"
"83637","Oliveira","Minas Gerais","MG","20°41'S","44°49'W","966.5","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83732","Ouro Fino","Minas Gerais","MG","22°17'S","46°22'W","925.7","X","X","X","X","X","","","","","","","X","X","X","X","X","X","X","X","X","","","","","","14"
"83479","Paracatu","Minas Gerais","MG","17°14'S","46°53'W","712.0","","","","","","","","X","X","*","X","X","X","X","X","X","X","","X","","X","X","X","X","X","15"
"83737","Passa Quatro","Minas Gerais","MG","22°23'S","44°58'W","920.0","X","X","X","X","X","","","X","X","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83531","Patos de Minas","Minas Gerais","MG","18°31'S","46°26'W","940.3","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83539","Patrocínio","Minas Gerais","MG","18°57'S","47°00'W","934.0","X","X","X","","","","","","","*","X","X","X","X","X","X","X","","X","","X","X","X","X","X","16"
"83393","Pedra Azul","Minas Gerais","MG","16°00'S","41°17'W","648.9","X","X","X","X","X","","","","X","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","21"
"83483","Pirapora","Minas Gerais","MG","17°21'S","44°55'W","505.2","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83570","Pompeu","Minas Gerais","MG","19°13'S","45°00'W","690.9","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","","X","","X","X","X","X","X","21"
"83441","Salinas","Minas Gerais","MG","16°10'S","42°18'W","471.3","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","","X","X","X","X","X","22"
"83385","São Francisco","Minas Gerais","MG","15°57'S","44°52'W","446.5","X","X","X","X","X","","","X","","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83688","São João del-Rei","Minas Gerais","MG","21°18'S","44°16'W","991.0","X","X","X","X","X","","","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","23"
"83736","São Lourenço","Minas Gerais","MG","22°06'S","45°01'W","953.2","X","X","X","X","X","","","X","X","*","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","22"
"83631","São Sebas. do Paraíso","Minas Gerais","MG","20°55'S","47°07'W","820.0","X","X","X","","","","","","","","X","X","X","X","X","X","X","","X","","X","X","X","X","X","16"
